"ID","VALUE"
"ID_Q_BUILD_IO","Crea {0} (n.º {1})"
"ID_Q_COLLECT_INCOME_CERTAIN","Recoge ingresos del objeto {0} {1} vez"
"ID_Q_COLLECT_SOFT_TOTAL","Recoge {0} de energía pura"
"ID_Q_UPGTADE_PERS_CERTAIN","Mejora {0}"
"ID_Q_COLLECT_AIRDROPS","Recoge la recompensa de la aeronave {0} veces"
"ID_Q_LAUNCH_RESEARCH","Iniciar estudio {0} veces"
"ID_Q_USE_COFFEE","Usa el Potenciador de Café"
"ID_CASES_TITLE","MALETAS"
"ID_CASE_SIMPLE","Maleta simple"
"ID_CASE_STEEL","Maleta de acero"
"ID_CASE_GOLD","Maleta dorada"
"ID_GEMS_TITLE","GEMAS"
"ID_GEMS_PACK_1","Algunas gemas"
"ID_GEMS_PACK_2","Puñado de gemas"
"ID_GEMS_PACK_3","Bolsa de gemas"
"ID_GEMS_PACK_4","Cofre de gemas"
"ID_GEMS_PACK_5","Camión de gemas"
"ID_GEMS_PACK_6","Montaña de gemas"
"ID_BOOSTERS_TITLE","POTENCIADORES DE TIEMPO"
"ID_BOOSTER_DESC_1","Retroceder tiempo en {0} hora"
"ID_BOOSTER_DESC_2","Retroceder tiempo en {0} horas"
"ID_ECOBOOST_TITLE","Ecopotenciador"
"ID_ECOBOOST_DESC","Duplica el ingreso por 4 horas. El efecto se extiende a 12 horas."
"ID_COFFEE_BOOST","Potenciador de Café"
"ID_COFFEE_POP_TITLE","Taza de café"
"ID_COFFEE_POP_DESC","Todos los objetos se aceleran por {0} s"
"ID_DRINK","Beber"
"ID_TIME","{0} h {1} min"
"ID_IO_TITLE_1","Limpiadores voluntarios"
"ID_IO_TITLE_2","Tractor"
"ID_IO_TITLE_3","Filtro de río"
"ID_IO_TITLE_4","Separador"
"ID_IO_TITLE_5","Clasificador de residuos"
"ID_IO_TITLE_6","Bosque"
"ID_IO_TITLE_7","Fundidor de Vidrio"
"ID_IO_TITLE_8","Invernadero"
"ID_IO_TITLE_9","Prensa de Autos"
"ID_IO_TITLE_10","Generador eólico"
"ID_IO_TITLE_11","Desodorante de Ambiente"
"ID_IO_TITLE_12","Reserva natural"
"ID_IO_TITLE_13","Trituradora de Goma"
"ID_IO_TITLE_14","Planta de Fundición"
"ID_IO_TITLE_15","Impresora 3D"
"ID_IO_TITLE_16","Taller para Tesla"
"ID_IO_TITLE_17","Criadero marítimo de peces"
"ID_IO_TITLE_18","Limpiador flotante"
"ID_IO_TITLE_19","Centro maternal de peces"
"ID_IO_TITLE_20","Arrecife artificial"
"ID_IO_TITLE_21","Flotador Eléctrico"
"ID_IO_TITLE_22","Parque"
"ID_IO_TITLE_23","Lago"
"ID_IO_TITLE_24","Bosque otoñal"
"ID_IO_TITLE_25","Casa del Bosque"
"ID_IO_TITLE_26","Estación de monorriel"
"ID_IO_TITLE_27","Isla de hielo"
"ID_IO_TITLE_28","Iceberg"
"ID_IO_DESC_1","¡Qué lindo día para hacer del mundo un lugar mejor!
 Oh, olvidaste un envoltorio de caramelo. Por allí."
"ID_IO_DESC_2","El equipo tecnológico nos ayudará a recolectar los residuos más rápido.
 El tractor es ecológico; tiene pedales."
"ID_IO_DESC_3","Gracias al limpiador flotante, los peces de este río ya no tienen tentáculos."
"ID_IO_DESC_4","Importante etapa de reciclado. Las cosas de valor se separan de las inútiles.
 ¡Oh, una moneda!"
"ID_IO_DESC_5","Vidrio por acá; papel por acá; plástico por acá."
"ID_IO_DESC_6","Hogar de animales, oxígeno para las personas."
"ID_IO_DESC_7","Estamos fundiendo vidrio antiguo para obtener vidrio nuevo. Podemos hacerlo una y otra vez."
"ID_IO_DESC_8","Cosecha frutas y verduras frescas todo el año, justo a tu lado."
"ID_IO_DESC_9","Convierte a los autos en impecables cubos, ¿Por qué? Porque puede. Y también porque facilita mucho más su reciclado."
"ID_IO_DESC_10","¡Genera electricidad literalmente desde el aire!"
"ID_IO_DESC_11","¡Limpia el aire de impurezas dañinas! No es lo que pensaste."
"ID_IO_DESC_12","Las especies en peligro de extinción estarán más a salvo."
"ID_IO_DESC_13","Puedes hacer muchas cosas útiles con neumáticos antiguos. No es tan divertido como quemarlos, pero es más práctico."
"ID_IO_DESC_14","¡Puedes crear una nueva sartén con una antigua!"
"ID_IO_DESC_15","La pila de plástico desechado ya no es residuo sino un recurso valioso."
"ID_IO_DESC_16","¡Los autos eléctricos son el transporte del futuro!"
"ID_IO_DESC_17","Y son buenos para las personas, la vida marina y el clima."
"ID_IO_DESC_18","La forma más efectiva de quitar los residuos del mar."
"ID_IO_DESC_19","La fauna marina también necesita recuperarse."
"ID_IO_DESC_20","¿Para qué? ¡Para que los habitantes marinos puedan tener un lugar para vivir y alimentos para comer!"
"ID_IO_DESC_21","Un esquema simple de la extracción de electricidad directamente desde una ola del mar."
"ID_IO_DESC_22","¡Un trocito de Naturaleza justo en el centro de la ciudad! Aire fresco y mucho espacio para pasear con mascotas."
"ID_IO_DESC_23","El lago es pequeño, ¡pero la variedad de flora y fauna es enorme! ¿Quieres alimentar a los cisnes?"
"ID_IO_DESC_24","Los animales del bosque están a salvo de incendios; es hora de recoger setas para el invierno."
"ID_IO_DESC_25","La casa está equipada con un pararrayos; ya no habrá incendios durante las tormentas."
"ID_IO_DESC_26","El monorriel es el transporte más ecológico, espacioso y rápido. Dejemos los autobuses humeantes en el pasado."
"ID_IO_DESC_27","Los osos tienen nuevamente un hogar. ¡Dile ''NO'' al calentamiento global''"
"ID_IO_DESC_28","Los icebergs ya no se derriten. Cuanto más grande sea el área de los glaciares de la Antártida, más estable será la temperatura en todo el mundo."
"ID_BUILD","Crear"
"ID_ERROR","Error"
"ID_ERROR_AD_DESC","Inténtalo de nuevo más tarde :("
"ID_OK","Aceptar"
"ID_DAILY_REWARDS_TITLE","Recompensas diarias"
"ID_DAY","Día"
"ID_R_U_SURE_EXIT","¿Quieres continuar mejorando el mundo en la vida real?"
"ID_GEMS","GEMAS"
"ID_CLEAN_ENERGY","Energía pura"
"ID_PERS_CARD","Tarjeta de Trabajadores {0}"
"ID_RENOVATION","Modernización"
"ID_RECONSTRUCTION_DESС","Se destruirán TODOS LOS OBJETOS. Tu PERSONAL permanecerá contigo. El nivel del personal se GUARDARÁ. ¡La eficiencia de tus objetos nuevos se DUPLICARÁ!"
"ID_GO","VALE"
"ID_LATER","Luego"
"ID_GOOD","Bien"
"ID_OPEN_NEXT","ABRIR SIGUIENTE"
"ID_YOUR_REWARD","Tu Recompensa"
"ID_WATCH_AD","Ver"
"ID_QUEST_COMPLETE","Misión completa"
"ID_LEVEL_10","nivel 10"
"ID_AUTOPLAY_ENABLED","Juego automático
 habilitado"
"ID_INCOME","Ingresos"
"ID_TUTOR_STEP_1","¡Hola! ¡Quitemos los residuos y la contaminación del planeta juntos! Toca sobre esta área para limpiarlo."
"ID_TUTOR_STEP_2","¡Mira qué limpio quedó! Los voluntarios nunca se detuvieron. ¡Con su ayuda obtuvimos energía pura! Toca o desliza sobre los trabajadores para recogerla."
"ID_TUTOR_STEP_3","Los voluntarios trabajan bien, ¡pero pueden hacerlo aún mejor! Abramos el menú de mejoras y aumentemos su nivel. Haz clic sobre el ícono de mejoras."
"ID_TUTOR_STEP_4","Si mejoras el objeto, aumenta el ingreso. Haz clic sobre el panel del objeto para mejorarlo."
"ID_TUTOR_STEP_5","Cuando el objeto alcanza el niv. 10, comenzará a funcionar automáticamente. Todo lo que debes hacer es recoger energía pura. Haz clic en el ícono de mejora para salir del modo eco."
"ID_TUTOR_STEP_6","Ahora obtengamos energía pura para crear un segundo objeto. ¡Aportará aún más ingresos!"
"ID_TUTOR_STEP_7","¡Genial! Tenemos suficiente energía pura. Creemos el segundo objeto."
"ID_TUTOR_STEP_8","¡Lo estás haciendo bien! Continúa mejorando y creando objetos. Mira, ¡aún hay mucho trabajo por hacer!"
"ID_TUTOR_HINT_9","Este es un menú de misiones y tareas. Aquí puedes hacer un seguimiento de su progreso."
"ID_TUTOR_HINT_10","¡Felicitaciones! ¡Completaste tu primera misión! Ve al menú de tareas para obtener una recompensa. Las misiones y las tareas son una fuente estable de gemas y maletas."
"ID_TUTOR_HINT_11","¡Bienvenido a nuestra tienda en el juego! Estas son maletas y contienen muchas cosas valiosas."
"ID_TUTOR_HINT_12","Y estos son los potenciadores. Regresan en el tiempo y te permite obtener muchos ingresos con los objetos."
"ID_TUTOR_HINT_13","¡Aquí puedes activar el Ecopotenciador, que permitirá que todos los objetos funcionen dos veces más rápido!"
"ID_TUTOR_HINT_14","¡Obtuviste tu primera tarjeta de trabajadores! Los trabajadores aceleran el funcionamiento de los objetos. Abramos el menú de mejoras para ver qué objeto funciona más rápido."
"ID_TUTOR_HINT_15","¡Felicitaciones! Obtuviste suficientes tarjetas para que tus trabajadores pasen al segundo nivel. Cuando lo mejores, la velocidad del objeto aumentará el doble."
"ID_TUTOR_HINT_16","¡Genial! Has llegado a una etapa muy importante. ¡La modernización de objetos te permitirá ganar aún más energía pura!"
"ID_TUTOR_HINT_17","Este es el menú de estudios. Aquí puedes iniciar desarrollos científicos que te aportarán muchos ingresos."
"ID_TUTOR_HINT_18","¡Este es el árbol de la vida! Ayúdalo a crecer y con cada rama obtendrás aún más gemas."
"ID_SPEED","Velocidad"
"ID_NOT_ENOUGH_ENERGY","No hay suficiente energía"
"ID_NOT_ENOUGH_GEMS","No hay suficientes gemas"
"ID_UPGRADE_CARD_DESC","Mejorar al nivel {0}"
"ID_LOADING","Cargando..."
"ID_PURCHASE_QUESTION","¿Quieres comprar más?"
"ID_PACKAGE","Envíos"
"ID_PUSH_COMEBACK","¡Regresa para recoger la Bonificación Diaria!"
"ID_PUSH_DAILY","¡Estamos intentando limpiar el planeta, pero es difícil hacerlo sin ti! ¡Regresa!"
"ID_PUSH_TITLE_COMEBACK","¡Necesitamos ayuda!"
"ID_PUSH_TITLE_DAILY","¡La recompensa diaria está disponible!"
"ID_RESEARCH","Estudio"
"ID_HOURS","h"
"ID_RESEARCH_LAB_TITLE","Laboratorio"
"ID_RESEARCH_LAB_DESC","Duración: {0} horas"
"ID_RESEARCH_GEO_TITLE","Geológico"
"ID_RESEARCH_GEO_DESC","Duración: {0} horas"
"ID_RESEARCH_FIELD_TITLE","Campo"
"ID_RESEARCH_FIELD_DESC","Duración: {0} horas"
"ID_RESEARCH_COMPLEX_TITLE","Complejo"
"ID_RESEARCH_COMPLEX_DESC","Duración: {0} horas"
"ID_LAUNCH","Iniciar"
"ID_PERS_CARD_TITLE","Trabajadores"
"ID_PERS_CARD_DESC","Abre maletas para obtener tarjetas"
"ID_IMPROVE","Mejorar"
"ID_PERS_CARD_CHARS","Objeto:
 Velocidad:
 Ingresos:"
"ID_UNLOCK_PERS","¡Una nueva actividad está disponible!
 ''Trabajadores''"
"ID_UNLOCK_QUESTS","¡Una nueva actividad está disponible!
 ''Tareas''"
"ID_UNLOCK_RESEARCH","¡Una nueva actividad está disponible!
 ''Estudio''"
"ID_UNLOCK_ECOBOOST","¡Una nueva actividad está disponible!
 ''Ecopotenciador''"
"ID_UNLOCK_AIRDROP","¡Una nueva actividad está disponible!
 ''Aeronave''"
"ID_UNLOCK_COFFEE","¡Una nueva actividad está disponible!
 ''Potenciador de Café''"
"ID_UNLOCK_GEM_TREE","¡Una nueva actividad está disponible!
 ''Árbol de la Vida''"
"ID_PUSH_RESEARCH","Regresa para obtener una recompensa"
"ID_PUSH_TITLE_RESEARCH","¡Estudio completo!"
"ID_Q_COLLECT_GEM_FRUITS","Recoge {0} frutas de gemas"
"ID_GEM_TREE","Árbol de la Vida"
"ID_JACKPOT","¡Bingo!"
"ID_NEW_LEVEL","¡Nuevo nivel!"
"ID_LEVEL","Nivel"
"ID_INCOME_INCREASED","¡Aumentaron los
 ingresos!"
"ID_RATE_LIKE","¿Te gusta el juego?"
"ID_RATE_RATE","¡Califícanos!"
"ID_RATE_NEVER_ASK","No volver a preguntarlo"
"ID_FORTUNE_TITLE","Rueda de la Fortuna"
"ID_FW_FREE_AVAILABLE","Giro gratis disponible"
"ID_FW_ROTATE","Girar"
"ID_CONGRADS","¡Felicitaciones!"
"ID_FWR_YOU_GET","Acabas de ganar:"
"ID_FW_TIME_LEFT","Hora del giro gratis"
"ID_INCOME_MULT","Ingresos: <color=#B9FF58>{0} %</color>"
"ID_MODERN_SCORE","Puntaje de modernización: <color=#B9FF58>{0}</color>"
"ID_MINI_QUESTS","Tareas diarias"
"ID_RESET_QUESTS","se reinicia en: {0}"
"ID_AD_RESET","Reiniciar"
"ID_MOD_INCOME","Ingresos actuales:"
"ID_MOD_SCORE","Puntaje de modernización:"
"ID_MOD_SCORE_HINT","Puntaje de modernización"
"ID_INCOME_AFTER","Ingresos luego de la modernización"
"ID_MOD_SAVE","Se guardará:
 + progreso de trabajadores
 + gemas
 + cofres y potenciadores de tiempo
 + progreso de estudios"
"ID_MOD_LOST","Se perderá:
 - progreso de creación
 - energía pura
 - Ecopotenciador"
"ID_MOD_DESCR","La modernización convierte los puntajes de modernización en ingresos"
"ID_MOD_HINT_1","El puntaje de modernización se proporciona para crear objetos, para mejorarlos y para el tiempo dedicado al juego."
"ID_MOD_HINT_2","La modernización convierte el puntaje de modernización en ingresos y, en su defecto, lo aumenta."
"ID_COMPLETED","Completado"
"ID_ACHIEVEMENTS","Logros"
"ID_MOD_BUBBLE","Es hora de modernizar."
"ID_MOD_BUTTON_INC","Más de {0} % de ingresos"
"ID_RATE_SELECT_STARS","Elige el número de estrellas"
"ID_RATE_APPLY","¡Velocidad!"
"ID_GDPR_TITLE","¡Espera un segundo!"
"ID_GDPR_DESC","¡Antes de empezar, debes aceptar nuestros términos de servicio!"
"ID_GDPR_TERMS","Leer los términos"
"ID_GDPR_APPLY","Aceptar"
"ID_UPGRADE_FOR_AD_DESCR","Consigue +{0} para subir de nivel durante {1}"
"ID_ACTIVATE","Activar"
"ID_LOCKED_SCREEN_DESCR","Para abrir la ubicación #{0}
construye todos los objetos
en la ubicación #{1} "
"ID_LOCKED_SCREEN_CAPTION","Ubicación no disponible :( "
"ID_BACK","Atrás"
"ID_UNLOCKED_SCREEN_DESCR1","Limpiaste cada
parcelas de ubicación #{0}! "
"ID_UNLOCKED_SCREEN_DESCR2","¡La ubicación #{0} ya está disponible!
Mucho trabajo por delante "
"ID_TIME_EVENT_INFO_REWARDS_TITLE","REWARDS"
"ID_TIME_EVENT_INFO_REWARDS_MORE","MORE"
"ID_TIME_EVENT_INFO_DESCR","You've got a message
from an island nearby: ''We need your help! On our island
critical pollution level! Hurry up! ''
Well, duty is calling!"
"ID_TIME_EVENT_INFO_LAUNCH","BEGIN!"
"ID_TIME_EVENT_INFO_TIMER","ends in: {0}"
"ID_DAYS","d."
"ID_MINUTES","m."
"ID_TIME_EVENT_REWARDS_DESCR","Collect stars
by improving objects"
"ID_TIME_EVENT_RESULTS_TITLE","REWARDS"
"ID_TIME_EVENT_RESULTS_DESCR","event
ended!"
"ID_TIME_EVENT_RESULTS_COLLECT","COLLECT!"
"ID_TIMEBOOST_1h","Booster 1h"
"ID_TIMEBOOST_4h","Booster 4h"
"ID_TIMEBOOST_24h","Booster 24h"
"ID_TIMEEVENT_EXIT","EXIT"
"ID_TIMEEVENT_ENDSIN","Ends in:"
"ID_TIME_EVENT_INFO_TITLE","NEW EVENT!"
