"ID","VALUE"
"ID_IO_DESC_9","ทำไมต้องเปลี่ยนรถยนต์ให้เป็นก้อนเหล็ก? เพราะว่ามันสามารถทำได้ และเพราะมันทำให้การรีไซเคิลง่ายขึ้นมาก"
"ID_IO_DESC_10","ผลิตไฟฟ้าจากอากาศ!"
"ID_IO_DESC_11","ทำความสะอาดอากาศจากสิ่งสกปรกที่เป็นอันตราย! นั่นไม่ใช่สิ่งที่คุณคิดแน่ ๆ"
"ID_IO_DESC_12","สัตว์ใกล้สูญพันธุ์จะไม่สูญพันธุ์ลง"
"ID_IO_DESC_13","คุณสามารถทำสิ่งที่มีประโยชน์มากมายได้จากยางรถยนต์เก่า ๆ มันไม่สนุกเท่าการนำยางมาเผา แต่มันสามารถใช้งานได้จริงมากกว่า"
"ID_IO_DESC_14","คุณสามารถทำกระทะใหม่ขึ้นมาจากกระทะเก่าได้!"
"ID_IO_DESC_15","กองพลาสติกที่ถูกทิ้งแล้วจะไม่ใช่ขยะอีกต่อไป แต่จะกลายเป็นทรัพยากรที่มีค่า"
"ID_IO_DESC_16","รถยนต์ไฟฟ้าคือยานพาหนะแห่งอนาคต!"
"ID_IO_DESC_17","เป็นประโยชน์ต่อผู้คน สิ่งมีชีวิตในทะเล และสภาพภูมิอากาศ"
"ID_IO_DESC_18","วิธีที่มีประสิทธิภาพที่สุดในการทำความสะอาดกองขยะในมหาสมุทร"
"ID_IO_DESC_19","สัตว์ทะเลยังต้องได้รับการฟื้นฟู"
"ID_IO_DESC_20","เพื่ออะไร? เพื่อให้ชาวประมงจำนวนมากได้มีที่อยู่อาศัยและมีอาหารกิน!"
"ID_IO_DESC_21","รูปแบบง่ายๆของการสกัดไฟฟ้าโดยตรงจากคลื่นทะเล"
"ID_IO_DESC_22","ชิ้นส่วนของธรรมชาติที่อยู่ใจกลางเมือง! มีอากาศที่บริสุทธิ์และมีพื้นที่มากมายสำหรับการเดินเล่นกับสัตว์เลี้ยง"
"ID_IO_DESC_23","ทะเลสาบมีขนาดเล็ก แต่มีพืชและสัตว์ที่อาศัยอยู่ในนั้นหลากหลายมาก! อยากให้อาหารหงส์ไหม?"
"ID_IO_DESC_24","สัตว์ป่าได้รับการช่วยเหลือจากไฟไหม้ ถึงเวลาของการเก็บเห็ดสำหรับฤดูหนาว"
"ID_IO_DESC_25","บ้านมีการติดตั้งสายล่อฟ้าแล้ว ซึ่งจะไม่เกิดไฟไหม้อีกต่อไปในช่วงฝนฟ้าคะนอง"
"ID_IO_DESC_26","โมโนเรลเป็นระบบขนส่งที่เป็นมิตรกับสิ่งแวดล้อม มีความกว้างขวางและเป็นยานพาหนะที่รวดเร็วที่สุด เลิกใช้รถเมล์ที่ปล่อยควันดำกันเถอะ"
"ID_IO_DESC_27","เหล่าหมีกลับมามีบ้านอีกครั้งหนึ่ง ต้องพูดว่า ''ไม่!'' เราจะไม่เข้าสู่ภาวะโลกร้อน!"
"ID_IO_DESC_28","ภูเขาน้ำแข็งไม่ละลายอีกต่อไป ยิ่งพื้นที่ของธารน้ำแข็งในทวีปแอนตาร์กติกามีขนาดใหญ่เท่าไหร่อุณหภูมิทั่วโลกก็จะยิ่งมีความเสถียรมากขึ้น"
"ID_BUILD","สร้าง"
"ID_ERROR","ข้อผิดพลาด"
"ID_ERROR_AD_DESC","ลองอีกครั้งในภายหลัง :("
"ID_OK","ตกลง"
"ID_DAILY_REWARDS_TITLE","รางวัลประจำวัน"
"ID_DAY","วัน"
"ID_R_U_SURE_EXIT","ต้องการปรับปรุงโลกในชีวิตจริงต่อไปหรือไม่?"
"ID_GEMS","อัญมณี"
"ID_CLEAN_ENERGY","พลังงานสะอาด"
"ID_PERS_CARD","บัตรพนักงาน {0}"
"ID_RENOVATION","ความทันสมัย"
"ID_RECONSTRUCTION_DESС","วัตถุทั้งหมดจะถูกทำลาย พนักงานของคุณจะยังคงอยู่กับคุณ ระดับของพนักงานจะถูกบันทึกไว้ ประสิทธิภาพของวัตถุใหม่ของคุณจะเพิ่มขึ้นเป็นสองเท่า!"
"ID_GO","ตกลง"
"ID_LATER","ในภายหลัง"
"ID_GOOD","ดี"
"ID_OPEN_NEXT","เปิดถัดไป"
"ID_YOUR_REWARD","รางวัลของคุณ"
"ID_WATCH_AD","ดูโฆษณา"
"ID_QUEST_COMPLETE","ภารกิจเสร็จสิ้น"
"ID_LEVEL_10","10 ระดับ"
"ID_AUTOPLAY_ENABLED","การเล่นอัตโนมัติ
 ถูกเปิดใช้งานอยู่"
"ID_INCOME","รายได้"
"ID_TUTOR_STEP_1","สวัสดี! มาทำให้โลกสะอาด ปราศจากขยะและมลภาวะไปด้วยกัน! แตะที่บริเวณนี้เพื่อทำความสะอาด"
"ID_TUTOR_STEP_2","ดูสิว่ามันจะสะอาดขึ้นแค่ไหน! อาสาสมัครไม่ได้อยู่เฉยๆ ด้วยความช่วยเหลือของพวกเขาเราได้รับพลังงานสะอาด! แตะหรือปัดที่ตัวคนงานเพื่อรวบรวมพลังงานสะอาดไว้"
"ID_TUTOR_STEP_3","อาสาสมัครทำงานได้ดี แต่พวกเขาสามารถทำงานได้ดียิ่งขึ้น! มาเปิดเมนูอัปเกรดและเพิ่มระดับของพวกเขากัน คลิกที่ไอคอนอัปเกรด"
"ID_TUTOR_STEP_4","การอัปเกรดวัตถุจะเป็นการเพิ่มรายได้ คลิกที่แผงของวัตถุเพื่ออัปเกรด"
"ID_TUTOR_STEP_5","เมื่อวัตถุถึงระดับ 10 มันจะเริ่มทำงานโดยอัตโนมัติ สิ่งที่คุณต้องทำคือรวบรวมพลังงานสะอาด คลิกที่ไอคอนอัปเกรดเพื่อออกจากโหมดพิมพ์เขียว"
"ID_TUTOR_STEP_6","ตอนนี้เรามาเก็บพลังงานสะอาดให้เพียงพอที่จะสร้างวัตถุชิ้นที่สอง ซึ่งจะนำรายได้เข้ามาได้มากยิ่งขึ้น!"
"ID_TUTOR_STEP_7","เยี่ยมมาก! เรามีพลังงานสะอาดเพียงพอแล้ว เรามาสร้างวัตถุชิ้นที่สองกันเถอะ"
"ID_TUTOR_STEP_8","คุณทำได้ดีมาก! ปรับปรุงและสร้างวัตถุต่อไป ดูสิยังมีงานที่ต้องทำอีกมาก!"
"ID_TUTOR_HINT_9","นี่คือเมนูของภารกิจ คุณสามารถติดตามความคืบหน้าของภารกิจต่าง ๆ ได้ที่นี่"
"ID_TUTOR_HINT_10","ยินดีด้วย! คุณทำภารกิจแรกสำเร็จแล้ว! ไปที่เมนูภารกิจเพื่อรับรางวัล ภารกิจต่าง ๆ เป็นแหล่งที่จะมีอัญมณีและกระเป๋าต่าง ๆ อยู่ตลอด"
"ID_TUTOR_HINT_11","ยินดีต้อนรับสู่ร้านค้าในเกมของเรา! นี่คือกระเป๋าที่บรรจุสิ่งมีค่าไว้มากมาย"
"ID_TUTOR_HINT_12","และสิ่งเหล่านี้คือตัวเพิ่มพลังต่าง ๆ พวกมันสามารถย้อนเวลาและช่วยให้คุณได้รับรายได้มากมายจากวัตถุต่าง ๆ"
"ID_TUTOR_HINT_13","ที่นี่คุณสามารถเปิดใช้งานการเพิ่มพลังแบบประหยัด ซึ่งจะช่วยให้วัตถุทั้งหมดทำงานได้เร็วขึ้นสองเท่า!"
"ID_TUTOR_HINT_14","ไชโย! คุณมีบัตรพนักงานใบแรกแล้ว! พนักงานกำลังเร่งการทำงานของวัตถุ มาเปิดเมนูอัปเกรดและดูว่าวัตถุใดทำงานได้เร็วกว่าวัตถุอื่น"
"ID_TUTOR_HINT_15","ยินดีด้วย! คุณมีบัตรเพียงพอที่จะอัปเกรดพนักงานของคุณให้เป็นระดับที่สอง! เมื่อคุณปรับปรุงระดับของพนักงาน ความเร็วของวัตถุจะเพิ่มขึ้นเป็นสองเท่า"
"ID_TUTOR_HINT_16","เยี่ยมมาก! คุณมาถึงขั้นตอนที่สำคัญมากแล้ว! การปรับปรุงวัตถุให้ทันสมัยจะช่วยให้คุณได้รับพลังงานสะอาดได้มากยิ่งขึ้น!"
"ID_TUTOR_HINT_17","นี่คือเมนูการวิจัย ที่นี่คุณสามารถเปิดตัวการพัฒนาทางวิทยาศาสตร์ที่จะทำให้คุณมีรายได้มากมาย"
"ID_TUTOR_HINT_18","นี่คือต้นไม้แห่งชีวิต! ช่วยให้มันเติบโตและจากแต่ละกิ่งของมันจะทำให้คุณมีอัญมณีมากยิ่งขึ้น!"
"ID_SPEED","ความเร็ว"
"ID_NOT_ENOUGH_ENERGY","พลังงานไม่เพียงพอ"
"ID_NOT_ENOUGH_GEMS","อัญมณีไม่เพียงพอ"
"ID_UPGRADE_CARD_DESC","อัปเกรดไปที่ระดับ {0}"
"ID_LOADING","กำลังโหลด..."
"ID_PURCHASE_QUESTION","ซื้อหรือไม่?"
"ID_PACKAGE","การจัดส่ง"
"ID_PUSH_COMEBACK","กลับมาเพื่อรับโบนัสรายวัน!"
"ID_PUSH_DAILY","เรากำลังพยายามทำความสะอาดโลก แต่มันยากสำหรับเราหากไม่มีคุณ! ได้โปรดกลับมา!"
"ID_PUSH_TITLE_COMEBACK","เรากำลังต้องการความช่วยเหลือ!"
"ID_PUSH_TITLE_DAILY","รางวัลประจำวันพร้อมแล้ว!"
"ID_RESEARCH","วิจัย"
"ID_HOURS","ชั่วโมง"
"ID_RESEARCH_LAB_TITLE","ห้องปฏิบัติการ"
"ID_RESEARCH_LAB_DESC","ระยะเวลา {0} ชั่วโมง"
"ID_RESEARCH_GEO_TITLE","ธรณีวิทยา"
"ID_RESEARCH_GEO_DESC","ระยะเวลา {0} ชั่วโมง"
"ID_RESEARCH_FIELD_TITLE","ภาคสนาม"
"ID_RESEARCH_FIELD_DESC","ระยะเวลา {0} ชั่วโมง"
"ID_RESEARCH_COMPLEX_TITLE","ซับซ้อน"
"ID_RESEARCH_COMPLEX_DESC","ระยะเวลา {0} ชั่วโมง"
"ID_LAUNCH","เริ่มต้น"
"ID_PERS_CARD_TITLE","บัตรพนักงาน"
"ID_PERS_CARD_DESC","เปิดกระเป๋าเพื่อรับบัตร"
"ID_IMPROVE","อัปเกรด"
"ID_PERS_CARD_CHARS","วัตถุ:
 ความเร็ว:
 รายได้:"
"ID_UNLOCK_PERS","มีกิจกรรมใหม่แล้ว!
 ''พนักงาน''"
"ID_UNLOCK_QUESTS","มีกิจกรรมใหม่แล้ว!
 ''ภารกิจ ''"
"ID_UNLOCK_RESEARCH","มีกิจกรรมใหม่แล้ว!
 ''วิจัย''"
"ID_UNLOCK_ECOBOOST","มีกิจกรรมใหม่แล้ว!
 ''การเพิ่มพลังแบบประหยัด''"
"ID_UNLOCK_AIRDROP","มีกิจกรรมใหม่แล้ว!
  ''เรือเหาะ''"
"ID_UNLOCK_COFFEE","มีกิจกรรมใหม่แล้ว!
 ''การเพิ่มพลังด้วยกาแฟ''"
"ID_UNLOCK_GEM_TREE","มีกิจกรรมใหม่แล้ว!
  ''ต้นไม้แห่งชีวิต''"
"ID_PUSH_RESEARCH","กลับมาเพื่อรับรางวัล"
"ID_PUSH_TITLE_RESEARCH","การวิจัยเสร็จสิ้น!"
"ID_Q_COLLECT_GEM_FRUITS","เก็บ {0} ผลไม้อัญมณี"
"ID_GEM_TREE","ต้นไม้แห่งชีวิต"
"ID_JACKPOT","แจ็คพอต"
"ID_NEW_LEVEL","ระดับใหม่!"
"ID_LEVEL","ระดับ"
"ID_INCOME_INCREASED","รายได้
 เพิ่มขึ้น!"
"ID_RATE_LIKE","คุณชอบไอเดิลอีโคคลิกเกอร์หรือไม่?"
"ID_RATE_RATE","ให้คะแนนเรา!"
"ID_RATE_NEVER_ASK","อย่าถามอีก"
"ID_FORTUNE_TITLE","วงล้อแห่งโชคลาภ"
"ID_FW_FREE_AVAILABLE","มีการหมุนฟรี"
"ID_FW_ROTATE","หมุน"
"ID_CONGRADS","ขอแสดงความยินดี!"
"ID_FWR_YOU_GET","คุณเพิ่งได้:"
"ID_FW_TIME_LEFT","หมุนได้ฟรีครั้งถัดไป"
"ID_INCOME_MULT","รายได้: <color=#B9FF58>{0}%</color>"
"ID_MODERN_SCORE","คะแนนความทันสมัย: <color=#B9FF58>{0}</color>"
"ID_MINI_QUESTS","ภารกิจประจำวัน"
"ID_RESET_QUESTS","รีเซ็ตใน: {0}"
"ID_AD_RESET","รีเซ็ต"
"ID_MOD_INCOME","รายได้ปัจจุบัน:"
"ID_MOD_SCORE","คะแนนความทันสมัย:"
"ID_MOD_SCORE_HINT","คะแนนความทันสมัย"
"ID_INCOME_AFTER","รายได้หลังจากการปรับให้ทันสมัย:"
"ID_MOD_SAVE","สิ่งที่จะถูกบันทึกไว้:
 + ความคืบหน้าของพนักงาน
 + อัญมณี
 + หีบสมบัติและตัวเพิ่มเวลา
 + ความคืบหน้าการวิจัย"
"ID_MOD_LOST","ที่จะเสียไป:
 - ความคืบหน้าในการสร้าง
 - พลังงานสะอาด
 - การเพิ่มพลังแบบประหยัด"
"ID_MOD_DESCR","การปรับให้ทันสมัยจะแปลงคะแนนความทันสมัยให้เป็นรายได้"
"ID_MOD_HINT_1","คะแนนความทันสมัยจะได้รับจากการสร้างวัตถุ การอัปเกรดวัตถุ รวมถึงเวลาที่ใช้ในเกม"
"ID_MOD_HINT_2","ความทันสมัยจะแปลงคะแนนความทันสมัยให้เป็นรายได้ ดังนั้น จงเพิ่มมันขึ้นไปเรื่อย ๆ"
"ID_COMPLETED","สำเร็จแล้ว"
"ID_ACHIEVEMENTS","ความสำเร็จ"
"ID_MOD_BUBBLE","ถึงเวลาที่ต้องทำให้วัตถุทันสมัยแล้ว"
"ID_MOD_BUTTON_INC","รายได้ +{0}%"
"ID_RATE_SELECT_STARS","เลือกจำนวนดาว"
"ID_RATE_APPLY","ประเมินค่า!"
"ID_GDPR_TITLE","รอเดี๋ยว!"
"ID_GDPR_DESC","ก่อนที่เราจะเริ่ม ​คุณต้องยอมรับเงื่อนไขการให้บริการของเราเสียก่อน!"
"ID_GDPR_TERMS","อ่านเงื่อนไข"
"ID_GDPR_APPLY","ยอมรับ"
"ID_UPGRADE_FOR_AD_DESCR","รับ +​​{0} ถึงระดับสำหรับ {1}"
"ID_ACTIVATE","เปิดใช้งาน"
"ID_LOCKED_SCREEN_DESCR","ในการเปิดตำแหน่ง #{0}
สร้างทุกวัตถุ
ในตำแหน่ง #{1}"
"ID_LOCKED_SCREEN_CAPTION","ตำแหน่งไม่พร้อมใช้งาน :("
"ID_BACK","กลับ"
"ID_UNLOCKED_SCREEN_DESCR1","คุณเคลียร์ทุก
แปลงของสถานที่ #{0}!"
"ID_UNLOCKED_SCREEN_DESCR2","ตำแหน่ง #{0} พร้อมใช้งานแล้ว!
งานเยอะรออยู่"
"ID_TIME_EVENT_INFO_REWARDS_TITLE","REWARDS"
"ID_TIME_EVENT_INFO_REWARDS_MORE","MORE"
"ID_TIME_EVENT_INFO_DESCR","You've got a message
from an island nearby: ''We need your help! On our island
critical pollution level! Hurry up! ''
Well, duty is calling!"
"ID_TIME_EVENT_INFO_LAUNCH","BEGIN!"
"ID_TIME_EVENT_INFO_TIMER","ends in: {0}"
"ID_DAYS","d."
"ID_MINUTES","m."
"ID_TIME_EVENT_REWARDS_DESCR","Collect stars
by improving objects"
"ID_TIME_EVENT_RESULTS_TITLE","REWARDS"
"ID_TIME_EVENT_RESULTS_DESCR","event
ended!"
"ID_TIME_EVENT_RESULTS_COLLECT","COLLECT!"
"ID_TIMEBOOST_1h","Booster 1h"
"ID_TIMEBOOST_4h","Booster 4h"
"ID_TIMEBOOST_24h","Booster 24h"
"ID_TIMEEVENT_EXIT","EXIT"
"ID_TIMEEVENT_ENDSIN","Ends in:"
"ID_TIME_EVENT_INFO_TITLE","NEW EVENT!"
