"ID","VALUE"
"ID_IO_DESC_6","Casa per gli animali, ossigeno per le persone."
"ID_IO_DESC_7","Stiamo fondendo il vetro vecchio per farne altro nuovo; si può rifare all'infinito."
"ID_IO_DESC_8","Coltiva frutta e verdura fresca tutto l'anno, a portata di mano."
"ID_IO_DESC_9","Trasforma le auto in cubi compatti. Perché? Perché può farlo. E anche perché così è molto più facile riciclarle."
"ID_IO_DESC_10","Genera elettricità dall'aria!"
"ID_IO_DESC_11","Pulisce l'aria dalle impurità nocive! Non è quello che pensavi."
"ID_IO_DESC_12","Le specie minacciate saranno meno a rischio."
"ID_IO_DESC_13","Si possono fare tante cose utili con le gomme vecchie. Non è divertente come bruciarle, ma è molto più pratico."
"ID_IO_DESC_14","Puoi fare una nuova padella con quella vecchia!"
"ID_IO_DESC_15","Il mucchio di plastica non è più spazzatura, ma una risorsa preziosa."
"ID_IO_DESC_16","Le auto elettriche sono i veicoli del futuro!"
"ID_IO_DESC_17","Vantaggi per le persone, la vita marina e il clima."
"ID_IO_DESC_18","Il modo più efficace per pulire gli oceani dalla spazzatura."
"ID_IO_DESC_19","Anche la fauna marina deve essere ripristinata."
"ID_IO_DESC_20","Perché? Per dare ai molti abitanti del mare un posto dove vivere e cibo da mangiare!"
"ID_IO_DESC_21","Un semplice schema dell'estrazione di energia elettrica direttamente dalle onde del mare."
"ID_IO_DESC_22","Un po' di natura proprio nel centro della città! Aria pulita e tanto spazio per passeggiare con gli animali domestici."
"ID_IO_DESC_23","Il lago è piccolo ma offre un'enorme varietà di flora e fauna! Vuoi dare da mangiare ai cigni?"
"ID_IO_DESC_24","Gli animali della foresta sono salvi dal fuoco; è il momento di raccogliere i funghi per l'inverno."
"ID_IO_DESC_25","La casa è dotata di parafulmine: niente più incendi durante i temporali."
"ID_IO_DESC_26","La monorotaia è il mezzo di trasporto più ecologico, capiente e veloce. Lasciamoci alle spalle i fumosi gli autobus."
"ID_IO_DESC_27","Gli orsi hanno di nuovo una casa. Diciamo ""NO!"" al riscaldamento globale!"
"ID_IO_DESC_28","Gli iceberg non si sciolgono più. Quanto più grande è l'area dei ghiacciai in Antartide, tanto più stabile è la temperatura in tutto il mondo."
"ID_BUILD","Crea"
"ID_ERROR","Errore"
"ID_ERROR_AD_DESC","Riprova più tardi :("
"ID_OK","OK"
"ID_DAILY_REWARDS_TITLE","Ricompense del giorno"
"ID_DAY","Giorno"
"ID_R_U_SURE_EXIT","Vuoi continuare a migliorare il mondo nella vita reale?"
"ID_GEMS","GEMME"
"ID_CLEAN_ENERGY","Eco-energia"
"ID_PERS_CARD","Scheda Collaboratori {0}"
"ID_RENOVATION","Modernizzazione"
"ID_RECONSTRUCTION_DESС","TUTTI GLI OGGETTI saranno distrutti. I tuoi COLLABORATORI rimarranno con te. Il livello dei collaboratori verrà SALVATO. L'efficienza dei nuovi oggetti sarà DOPPIA!"
"ID_GO","OK"
"ID_LATER","Dopo"
"ID_GOOD","Bene!"
"ID_OPEN_NEXT","APRI SUCCESSIVO"
"ID_YOUR_REWARD","Il Tuo Premio"
"ID_WATCH_AD","Guarda"
"ID_QUEST_COMPLETE","Missione compiuta"
"ID_LEVEL_10","Liv. 10"
"ID_AUTOPLAY_ENABLED","Gioco automatico
 attivo"
"ID_INCOME","Guadagno"
"ID_TUTOR_STEP_1","Ciao! Ripuliamo il pianeta dalla spazzatura e dall'inquinamento insieme! Tocca quest'area per pulirla."
"ID_TUTOR_STEP_2","Guarda che pulizia! I volontari si sono dati da fare e con il loro aiuto abbiamo ottenuto eco-energia! Tocca i lavoratori o passa il dito su di loro per raccoglierla."
"ID_TUTOR_STEP_3","I volontari stanno lavorando bene, ma possono lavorare ancora meglio! Passa al menu degli aggiornamenti e aumenta il loro livello. Fai clic sull'icona dell'aggiornamento."
"ID_TUTOR_STEP_4","Aggiornando gli oggetti aumentano i guadagni. Fai clic sul pannello dell'oggetto per aggiornare."
"ID_TUTOR_STEP_5","Raggiungendo il livello 10 l'oggetto funziona automaticamente. Ti basta raccogliere eco-energia! Fai clic sull'icona dell'aggiornamento per uscire dalla modalità progetto."
"ID_TUTOR_STEP_6","Cerca di ottenere abbastanza eco-energia per costruire un secondo oggetto. Farà aumentare ancora i guadagni!"
"ID_TUTOR_STEP_7","Molto bene! Abbiamo abbastanza eco-energia. Costruiamo il secondo oggetto."
"ID_TUTOR_STEP_8","Stai andando bene! Continuare a migliorare e a creare oggetti. C'è ancora molto lavoro da fare!"
"ID_TUTOR_HINT_9","Questo è il menu delle missioni e delle spedizioni; qui puoi monitorarne l'avanzamento."
"ID_TUTOR_HINT_10","Complimenti! Hai completato la prima missione! Passa al menu delle spedizioni per ottenere una ricompensa. Missioni e spedizioni sono fonti costanti di gemme e contenitori."
"ID_TUTOR_HINT_11","Ti diamo il benvenuto nel negozio in-game! Questi sono contenitori: dentro troverai molte cose preziose."
"ID_TUTOR_HINT_12","E questi sono potenziamenti. Fanno tornare indietro nel tempo e permettono di guadagnare molto dagli oggetti."
"ID_TUTOR_HINT_13","Qui puoi attivare l'Ecopotenziamento che raddoppia la velocità di tutti gli oggetti!"
"ID_TUTOR_HINT_14","Hai ottenuto la prima scheda Collaboratori! I Collaboratori velocizzano gli oggetti. Passa al menu degli aggiornamenti per vedere quale oggetto funziona più velocemente."
"ID_TUTOR_HINT_15","Complimenti! Hai abbastanza schede per aggiornare i collaboratori al secondo livello! Migliorando un oggetto, la sua velocità raddoppierà."
"ID_TUTOR_HINT_16","Molto bene! Hai raggiunto una fase molto importante! La modernizzazione degli oggetti ti permetterà di ottenere altra eco-energia!"
"ID_TUTOR_HINT_17","Questo è il menu della ricerca. Qui è possibile avviare ricerche scientifiche che produrranno molti guadagni."
"ID_TUTOR_HINT_18","Questo è l'Albero della vita! Aiutalo a crescere: su ogni ramo ti darà ancora più gemme!"
"ID_SPEED","Velocità"
"ID_NOT_ENOUGH_ENERGY","Energia insufficiente"
"ID_NOT_ENOUGH_GEMS","Gemme insufficienti"
"ID_UPGRADE_CARD_DESC","Aggiorna al livello {0}"
"ID_LOADING","Caricamento…"
"ID_PURCHASE_QUESTION","Acquistare?"
"ID_PACKAGE","Consegna"
"ID_PUSH_COMEBACK","Torna per ricevere il bonus del giorno!"
"ID_PUSH_DAILY","Stiamo cercando di ripulire il pianeta ma non possiamo farcela senza di te! Torna con noi!"
"ID_PUSH_TITLE_COMEBACK","Abbiamo bisogno di aiuto!"
"ID_PUSH_TITLE_DAILY","La ricompensa del giorno è pronta!"
"ID_RESEARCH","Ricerca"
"ID_HOURS","h"
"ID_RESEARCH_LAB_TITLE","In laboratorio"
"ID_RESEARCH_LAB_DESC","Durata: {0} ore"
"ID_RESEARCH_GEO_TITLE","Geologica"
"ID_RESEARCH_GEO_DESC","Durata: {0} ore"
"ID_RESEARCH_FIELD_TITLE","Sul campo"
"ID_RESEARCH_FIELD_DESC","Durata: {0} ore"
"ID_RESEARCH_COMPLEX_TITLE","Complessa"
"ID_RESEARCH_COMPLEX_DESC","Durata: {0} ore"
"ID_LAUNCH","Inizia"
"ID_PERS_CARD_TITLE","Collaborat."
"ID_PERS_CARD_DESC","Apri i contenitori per ottenere le schede"
"ID_IMPROVE","Upgrade"
"ID_PERS_CARD_CHARS","Oggetto:
 Velocità:
 Guadagni:"
"ID_UNLOCK_PERS","È disponibile una nuova attività!
 ""Collaboratori"""
"ID_UNLOCK_QUESTS","È disponibile una nuova attività!
 ""Spedizioni"""
"ID_UNLOCK_RESEARCH","È disponibile una nuova attività!
 ""Ricerca"""
"ID_UNLOCK_ECOBOOST","È disponibile una nuova attività!
 ""Ecopotenziamento"""
"ID_UNLOCK_AIRDROP","È disponibile una nuova attività!
 ""Dirigibile"""
"ID_UNLOCK_COFFEE","È disponibile una nuova attività!
 ""Caffèpotenziamento"""
"ID_UNLOCK_GEM_TREE","È disponibile una nuova attività!
 ""Albero della vita"""
"ID_PUSH_RESEARCH","Torna per ricevere una ricompensa"
"ID_PUSH_TITLE_RESEARCH","Ricerca completata!"
"ID_Q_COLLECT_GEM_FRUITS","Raccogli {0} frutti-gemma"
"ID_GEM_TREE","Albero della vita"
"ID_JACKPOT","Bel colpo"
"ID_NEW_LEVEL","Nuovo livello!"
"ID_LEVEL","livello"
"ID_INCOME_INCREASED","Guadagni
 aumentati!"
"ID_RATE_LIKE","Ti piace il gioco?"
"ID_RATE_RATE","Dai una valutazione!"
"ID_RATE_NEVER_ASK","Non chiederlo più"
"ID_FORTUNE_TITLE","Ruota della fortuna"
"ID_FW_FREE_AVAILABLE","Un giro gratis disponibile"
"ID_FW_ROTATE","Gira"
"ID_CONGRADS","Complimenti!"
"ID_FWR_YOU_GET","Hai vinto:"
"ID_FW_TIME_LEFT","Prossimo giro gratis"
"ID_INCOME_MULT","Guadagni: <color=#B9FF58>{0}%</color>"
"ID_MODERN_SCORE","Punteggio modernizzazione: <color=#B9FF58>{0}</color>"
"ID_MINI_QUESTS","Spedizioni del giorno"
"ID_RESET_QUESTS","si azzera tra: {0}"
"ID_AD_RESET","Ripristina"
"ID_MOD_INCOME","Guadagni attuali:"
"ID_MOD_SCORE","Punteggio modernizzazione:"
"ID_MOD_SCORE_HINT","Punteggio modernizzazione"
"ID_INCOME_AFTER","Guadagni dopo la modernizzazione:"
"ID_MOD_SAVE","Conserverai:
 + progressi dei collaboratori
 + gemme
 + scrigni e potenziamenti Tempo 
 + progressi delle ricerche"
"ID_MOD_LOST","Perderai:
 - progressi di costruzione
 - eco-energia
 - Ecopotenziamento"
"ID_MOD_DESCR","Con la modernizzazione il punteggio della modernizzazione viene convertito in guadagni"
"ID_MOD_HINT_1","I punti della modernizzazione vengono attribuiti per la costruzione di oggetti, il loro aggiornamento e il tempo trascorso giocando."
"ID_MOD_HINT_2","Con la modernizzazione il punteggio della modernizzazione viene convertito in guadagni, che così aumentano."
"ID_COMPLETED","Operazione completata"
"ID_ACHIEVEMENTS","Risultati"
"ID_MOD_BUBBLE","È il momento della modernizzazione"
"ID_MOD_BUTTON_INC","guadagni +{0}%"
"ID_RATE_SELECT_STARS","Scegli il numero di stelle"
"ID_RATE_APPLY","Vota!"
"ID_GDPR_TITLE","Aspetta un secondo!"
"ID_GDPR_DESC","Prima di iniziare devi accettare i nostri termini di servizio!"
"ID_GDPR_TERMS","Leggi i termini"
"ID_GDPR_APPLY","Accettare"
"ID_UPGRADE_FOR_AD_DESCR","Ottieni +{0} al livello per {1}"
"ID_ACTIVATE","Attivare"
"ID_LOCKED_SCREEN_DESCR","Per aprire la posizione #{0}
costruisci ogni oggetto
nella località #{1} "
"ID_LOCKED_SCREEN_CAPTION","Posizione non disponibile :( "
"ID_BACK","Di ritorno"
"ID_UNLOCKED_SCREEN_DESCR1","Hai cancellato ogni
appezzamenti di posizione #{0}! "
"ID_UNLOCKED_SCREEN_DESCR2","La posizione #{0} è ora disponibile!
Tanto lavoro davanti "
"ID_TIME_EVENT_INFO_REWARDS_TITLE","REWARDS"
"ID_TIME_EVENT_INFO_REWARDS_MORE","MORE"
"ID_TIME_EVENT_INFO_DESCR","You've got a message
from an island nearby: ''We need your help! On our island
critical pollution level! Hurry up! ''
Well, duty is calling!"
"ID_TIME_EVENT_INFO_LAUNCH","BEGIN!"
"ID_TIME_EVENT_INFO_TIMER","ends in: {0}"
"ID_DAYS","d."
"ID_MINUTES","m."
"ID_TIME_EVENT_REWARDS_DESCR","Collect stars
by improving objects"
"ID_TIME_EVENT_RESULTS_TITLE","REWARDS"
"ID_TIME_EVENT_RESULTS_DESCR","event
ended!"
"ID_TIME_EVENT_RESULTS_COLLECT","COLLECT!"
"ID_TIMEBOOST_1h","Booster 1h"
"ID_TIMEBOOST_4h","Booster 4h"
"ID_TIMEBOOST_24h","Booster 24h"
"ID_TIMEEVENT_EXIT","EXIT"
"ID_TIMEEVENT_ENDSIN","Ends in:"
"ID_TIME_EVENT_INFO_TITLE","NEW EVENT!"
