"ID","VALUE"
"ID_GEMS_TITLE","宝石"
"ID_GEMS_PACK_1","很少的宝石"
"ID_GEMS_PACK_2","一把宝石"
"ID_GEMS_PACK_3","一袋宝石"
"ID_GEMS_PACK_4","一箱宝石"
"ID_GEMS_PACK_5","一车宝石"
"ID_GEMS_PACK_6","一山宝石"
"ID_BOOSTERS_TITLE","时间加速器"
"ID_BOOSTER_DESC_1","倒回时间 {0} 小时"
"ID_BOOSTER_DESC_2","倒回时间 {0} 小时"
"ID_ECOBOOST_TITLE","生态加速"
"ID_ECOBOOST_DESC","增加收入 x2 达4小时。效果延迟到12小时。"
"ID_COFFEE_BOOST","咖啡加速器"
"ID_COFFEE_POP_TITLE","一杯咖啡"
"ID_COFFEE_POP_DESC","所有物体加速 {0} 秒"
"ID_DRINK","喝"
"ID_TIME","{0}小时 {1}分钟"
"ID_IO_TITLE_1","支援清洁器"
"ID_IO_TITLE_2","拖拉机"
"ID_IO_TITLE_3","河流过滤器"
"ID_IO_TITLE_4","分离器"
"ID_IO_TITLE_5","垃圾分类"
"ID_IO_TITLE_6","森林"
"ID_IO_TITLE_7","玻璃熔炉"
"ID_IO_TITLE_8","温室"
"ID_IO_TITLE_9","汽车压力机"
"ID_IO_TITLE_10","造风机"
"ID_IO_TITLE_11","空气清新剂"
"ID_IO_TITLE_12","自然保护区"
"ID_IO_TITLE_13","橡胶粉碎机"
"ID_IO_TITLE_14","冶炼厂"
"ID_IO_TITLE_15","3D 打印机"
"ID_IO_TITLE_16","特斯拉车库"
"ID_IO_TITLE_17","海洋牧场"
"ID_IO_TITLE_18","漂浮清洁器"
"ID_IO_TITLE_19","鱼味留产院"
"ID_IO_TITLE_20","人工岩石"
"ID_IO_TITLE_21","电气漂浮仪"
"ID_IO_TITLE_22","公园"
"ID_IO_TITLE_23","湖"
"ID_IO_TITLE_24","秋日森林"
"ID_IO_TITLE_25","护理人之家"
"ID_IO_TITLE_26","单轨车站"
"ID_IO_TITLE_27","冰岛"
"ID_IO_TITLE_28","冰山"
"ID_IO_DESC_1","真是让世界变得更美好的一天！从小事开始吧！
 哦，你错过了一张糖纸。那里。"
"ID_IO_DESC_2","技术设备可帮助我们更快收集垃圾。
 拖拉机环保，它有脚踏板。"
"ID_IO_DESC_3","得益于清理，这条河里的鱼再也没有触角了。"
"ID_IO_DESC_4","非常重要的回收阶段。把有价值的东西和没有价值的东西分开。
 啊哈！一枚硬币！"
"ID_IO_DESC_5","玻璃 - 分开，纸张 - 分开，塑料 - 分开。"
"ID_IO_DESC_6","家给动物，氧气给人。"
"ID_IO_DESC_7","我们正在融化旧玻璃获取新玻璃。我们可以一遍一遍地做。"
"ID_IO_DESC_8","全年种植新鲜水果和蔬菜，就在你的旁边。"
"ID_IO_DESC_9","把汽车变成整齐的方块。为什么？因为可以。还因为这样可以让回收更容易。"
"ID_IO_DESC_10","从空气中发电！"
"ID_IO_DESC_11","清理空气中的有害杂质！不是你想的那样。"
"ID_IO_DESC_12","濒危物种将变得不那么濒危。"
"ID_IO_DESC_13","你可以用旧轮胎做许多有用的东西。不如把它们烧掉那么好玩，但是更实际。"
"ID_IO_DESC_14","你可以用旧煎锅做一个新煎锅！"
"ID_IO_DESC_15","被扔掉的一堆塑料再也不是垃圾了，而是宝贵资源。"
"ID_IO_DESC_16","电车是未来的交通工具！"
"ID_IO_DESC_17","当它对人、海洋生物和气候有利时。"
"ID_IO_DESC_18","清理海洋垃圾的最有效方式。"
"ID_IO_DESC_19","海洋动物群也需要恢复。"
"ID_IO_DESC_20","为了什么？这样许多海洋居民就可以有地方住，有东西吃！"
"ID_IO_DESC_21","直接从海浪中提取电力的简单方案。"
"ID_IO_DESC_22","一片大自然，就在市中心！新鲜空气，大量空间和宠物遛弯。"
"ID_IO_DESC_23","湖不大，但是里面有各种植物群和动物群！想要喂天鹅吗？"
"ID_IO_DESC_24","森林动物被从火中救出来，该为过冬收集蘑菇了。"
"ID_IO_DESC_25","房屋装备了避雷针，雷雨时再也不会着火了。"
"ID_IO_DESC_26","单轨道车是最环保宽敞的快速交通工具。我们把冒烟的巴士留在过去吧。"
"ID_IO_DESC_27","熊又有家了。对全球变暖说“不！”"
"ID_IO_DESC_28","冰山再也不会融化了。南极洲的冰川面积越大，全世界的天气越稳定。"
"ID_BUILD","修建"
"ID_ERROR","错误"
"ID_ERROR_AD_DESC","稍后重试:("
"ID_OK","好的"
"ID_DAILY_REWARDS_TITLE","每日奖励"
"ID_DAY","天"
"ID_R_U_SURE_EXIT","想在真实生活中继续改善世界吗？"
"ID_GEMS","宝石"
"ID_CLEAN_ENERGY","纯能量"
"ID_PERS_CARD","员工卡 {0}"
"ID_RENOVATION","现代化"
"ID_RECONSTRUCTION_DESС","所有物体将被摧毁。你的员工将和你在一起。员工级别将得到保存。你的新物体的效率将加倍！"
"ID_GO","好的"
"ID_LATER","后来"
"ID_GOOD","好"
"ID_OPEN_NEXT","打开下一个"
"ID_YOUR_REWARD","你的奖励"
"ID_WATCH_AD","观看广告"
"ID_QUEST_COMPLETE","任务完成"
"ID_LEVEL_10","10级"
"ID_AUTOPLAY_ENABLED","自动播放
 已启用"
"ID_INCOME","收入"
"ID_TUTOR_STEP_1","嗨！我们一起来清理星球上的垃圾和污染吧！轻击这个区域开始清理。"
"ID_TUTOR_STEP_2","看看现在变得多干净了！志愿者们没有闲着。有了他们的帮助我们得到了纯能量。轻击或刷工人收集能量。"
"ID_TUTOR_STEP_3","志愿者干得不错，但是他们可以做的更好！我们打开升级菜单，提高他们的级别。单击升级图标。"
"ID_TUTOR_STEP_4","升级物体可以增加收入。单击物体的面板进行升级。"
"ID_TUTOR_STEP_5","物体达到10级时将自动开始工作。你只需要收集纯能量。单击升级图标退出蓝图模式。"
"ID_TUTOR_STEP_6","现在，让我们收集足够的纯能量来修建第二个物体。它将带来更多收入！"
"ID_TUTOR_STEP_7","好极了！我们有了足够的纯能量。我们来修建第二个物体吧。"
"ID_TUTOR_STEP_8","不错！继续完善和修建物体。看，还有好多活要干！"
"ID_TUTOR_HINT_9","这是任务菜单。你可以在这里跟踪它们的进度。"
"ID_TUTOR_HINT_10","恭喜！你完成了第一个任务！前往任务菜单去领奖。任务是宝石和箱子的稳定来源。"
"ID_TUTOR_HINT_11","欢迎光临我们的游戏内商店！这些是箱子，里面有许多宝贵东西。"
"ID_TUTOR_HINT_12","这些是加速器。它们可以倒回时间，让你从物体获得更多收入。"
"ID_TUTOR_HINT_13","你可以在这里启动生态加速，这可以让所有物体的工作速度加倍！"
"ID_TUTOR_HINT_14","好啊！你获得了第一张员工卡！员工可以加速物体的工作速度。我们打开升级菜单，看看哪个物体可以更快工作。"
"ID_TUTOR_HINT_15","恭喜！你有了足够的卡片把员工升级到第二级！把它改进后，物体速度将提供两倍。"
"ID_TUTOR_HINT_16","好极了！你达到了一个非常重要的阶段！物体现代化可以让你赢得更多纯能量！"
"ID_TUTOR_HINT_17","这是研究菜单。你可以在这里启动科研，给你带来许多收入。"
"ID_TUTOR_HINT_18","这是生命之树！帮助它成长，每一个树枝都会给你带来更多宝石！"
"ID_SPEED","速度"
"ID_NOT_ENOUGH_ENERGY","能量不足"
"ID_NOT_ENOUGH_GEMS","宝石不足"
"ID_UPGRADE_CARD_DESC","升级到 {0} 级。"
"ID_LOADING","正在加载..."
"ID_PURCHASE_QUESTION","买吗？"
"ID_PACKAGE","交付"
"ID_PUSH_COMEBACK","回来领取每日奖励！"
"ID_PUSH_DAILY","我们正在努力清理星球，但是没有你很困难！回来吧！"
"ID_PUSH_TITLE_COMEBACK","需要帮助！"
"ID_PUSH_TITLE_DAILY","每日奖励准备好了！"
"ID_RESEARCH","研究"
"ID_HOURS","时"
"ID_RESEARCH_LAB_TITLE","实验室"
"ID_RESEARCH_LAB_DESC","时长 {0} 小时"
"ID_RESEARCH_GEO_TITLE","地理"
"ID_RESEARCH_GEO_DESC","时长 {0} 小时"
"ID_RESEARCH_FIELD_TITLE","场地"
"ID_RESEARCH_FIELD_DESC","时长 {0} 小时"
"ID_RESEARCH_COMPLEX_TITLE","复杂"
"ID_RESEARCH_COMPLEX_DESC","时长 {0} 小时"
"ID_LAUNCH","开始"
"ID_PERS_CARD_TITLE","员工卡"
"ID_PERS_CARD_DESC","打开箱子获取卡片"
"ID_IMPROVE","升级"
"ID_PERS_CARD_CHARS","物体：
 速度：
 收入："
"ID_UNLOCK_PERS","有新的活动可用！
 “员工”"
"ID_UNLOCK_QUESTS","有新的活动可用！
 “任务”"
"ID_UNLOCK_RESEARCH","有新的活动可用！
 “研究”"
"ID_UNLOCK_ECOBOOST","有新的活动可用！
 “生态加速”"
"ID_UNLOCK_AIRDROP","有新的活动可用！
 “飞艇”"
"ID_UNLOCK_COFFEE","有新的活动可用！
 “咖啡加速”"
"ID_UNLOCK_GEM_TREE","有新的活动可用！
 “生命之树”"
"ID_PUSH_RESEARCH","回来领奖"
"ID_PUSH_TITLE_RESEARCH","研究已完成！"
"ID_Q_COLLECT_GEM_FRUITS","收集 {0} 个宝石水果"
"ID_GEM_TREE","生命之树"
"ID_JACKPOT","头奖"
"ID_NEW_LEVEL","新级别！"
"ID_LEVEL","水平"
"ID_INCOME_INCREASED","收入
 已提高！"
"ID_RATE_LIKE","你喜欢放置环保点击游戏吗？"
"ID_RATE_RATE","给我们打分！"
"ID_RATE_NEVER_ASK","不再询问"
"ID_FORTUNE_TITLE","幸运转盘"
"ID_FW_FREE_AVAILABLE","有免费旋转可用"
"ID_FW_ROTATE","旋转"
"ID_CONGRADS","恭喜！"
"ID_FWR_YOU_GET","你刚赢了："
"ID_FW_TIME_LEFT","距离免费旋转时间"
"ID_INCOME_MULT","收入：<color=#B9FF58>{0}%</color>"
"ID_MODERN_SCORE","现代化分数：<color=#B9FF58>{0}</color>"
"ID_MINI_QUESTS","每日任务"
"ID_RESET_QUESTS","距离重设时间：{0}"
"ID_AD_RESET","重启"
"ID_MOD_INCOME","当前收入："
"ID_MOD_SCORE","现代化分数："
"ID_MOD_SCORE_HINT","现代化分数"
"ID_INCOME_AFTER","现代化后的收入："
"ID_MOD_SAVE","将得到保存：
 + 员工进度
 + 宝石
 + 宝箱和时间加速器
 + 研究进度"
"ID_MOD_LOST","将丢失：
 - 修建进度
 - 清洁能源
 - 生态加速"
"ID_MOD_DESCR","现代化可以把现代化分数转换成收入"
"ID_MOD_HINT_1","现代化分数来自建造物体、物体升级以及在游戏中花的时间。"
"ID_MOD_HINT_2","现代化可以把现代化分数转换为收入，从而增加收入。"
"ID_COMPLETED","已完成"
"ID_ACHIEVEMENTS","成就"
"ID_MOD_BUBBLE","该进行现代化了"
"ID_MOD_BUTTON_INC","收入 +{0}%"
"ID_RATE_SELECT_STARS","选择星数"
"ID_RATE_APPLY","速度！"
"ID_GDPR_TITLE","请稍等！"
"ID_GDPR_DESC","在开始清理这颗星球之前，你必须接受我们的服务条款！"
"ID_GDPR_TERMS","阅读条款"
"ID_GDPR_APPLY","接受"
"ID_UPGRADE_FOR_AD_DESCR","获得 +{0} 以升级 {1}"
"ID_ACTIVATE","启用"
"ID_LOCKED_SCREEN_DESCR","打开位置# {0}
构建每个对象
在位置# {1} "
"ID_LOCKED_SCREEN_CAPTION","位置不可用 :( "
"ID_BACK","后退"
"ID_UNLOCKED_SCREEN_DESCR1","你清除了每个
位置 #{0} 的地块！"
"ID_UNLOCKED_SCREEN_DESCR2","位置 #{0} 现已可用！
前面还有很多工作要做 "
"ID_TIME_EVENT_INFO_REWARDS_TITLE","REWARDS"
"ID_TIME_EVENT_INFO_REWARDS_MORE","MORE"
"ID_TIME_EVENT_INFO_DESCR","You've got a message
from an island nearby: ''We need your help! On our island
critical pollution level! Hurry up! ''
Well, duty is calling!"
"ID_TIME_EVENT_INFO_LAUNCH","BEGIN!"
"ID_TIME_EVENT_INFO_TIMER","ends in: {0}"
"ID_DAYS","d."
"ID_MINUTES","m."
"ID_TIME_EVENT_REWARDS_DESCR","Collect stars
by improving objects"
"ID_TIME_EVENT_RESULTS_TITLE","REWARDS"
"ID_TIME_EVENT_RESULTS_DESCR","event
ended!"
"ID_TIME_EVENT_RESULTS_COLLECT","COLLECT!"
"ID_TIMEBOOST_1h","Booster 1h"
"ID_TIMEBOOST_4h","Booster 4h"
"ID_TIMEBOOST_24h","Booster 24h"
"ID_TIMEEVENT_EXIT","EXIT"
"ID_TIMEEVENT_ENDSIN","Ends in:"
"ID_TIME_EVENT_INFO_TITLE","NEW EVENT!"
